"","Spelling","wlen","FreqCount","LogFreq(Zipf)","CD","DomPoS","DomPoSLemma","Spell_check","Hyphen","Double_word_entry"
"20505","typewriter",10,318,3.2,0.004,"noun","typewriter","UKUS",0,"type writer"
"20506","contagious",10,318,3.2,0.006,"adjective","contagious","UKUS",0,NA
"20507","respective",10,318,3.2,0.007,"adjective","respective","UKUS",0,NA
"20508","submission",10,318,3.2,0.006,"noun","submission","UKUS",0,NA
"20509","vigorously",10,318,3.2,0.006,"adverb","vigorously","UKUS",0,NA
"20510","son-in-law",10,317,3.198,0.006,"noun","son-in-law","UK",1,NA
"20511","artichokes",10,316,3.197,0.002,"noun","artichoke","UKUS",0,NA
"20512","concession",10,316,3.197,0.005,"noun","concession","UKUS",0,NA
"20513","correction",10,316,3.197,0.006,"noun","correction","UKUS",0,NA
"20514","natterjack",10,316,3.197,0.002,"name","natterjack","X",0,NA
"20515","comprehend",10,315,3.195,0.006,"verb","comprehend","UKUS",0,NA
"20516","impeccable",10,315,3.195,0.007,"adjective","impeccable","UKUS",0,NA
"20517","persecuted",10,315,3.195,0.006,"verb","persecute","UKUS",0,NA
"20518","chimpanzee",10,314,3.194,0.003,"noun","chimpanzee","UKUS",0,NA
"20519","misconduct",10,314,3.194,0.005,"noun","misconduct","UKUS",0,NA
"20520","fairy-tale",10,314,3.194,0.005,"adjective","fairy-tale","UK",1,"fairy tale"
"20521","rebellious",10,313,3.193,0.006,"adjective","rebellious","UKUS",0,NA
"20522","recreating",10,313,3.193,0.006,"verb","recreate","UKUS",0,NA
"20523","eyewitness",10,312,3.191,0.005,"noun","eyewitness","UKUS",0,"eye witness"
"20524","horrifying",10,312,3.191,0.006,"adjective","horrifying","UKUS",0,NA
"20525","uncovering",10,312,3.191,0.007,"verb","uncover","UKUS",0,NA
"20526","jeopardise",10,311,3.19,0.006,"verb","jeopardise","UK",0,NA
"20527","accordance",10,311,3.19,0.006,"noun","accordance","UKUS",0,NA
"20528","generously",10,311,3.19,0.006,"adverb","generously","UKUS",0,NA
"20529","responsive",10,311,3.19,0.006,"adjective","responsive","UKUS",0,NA
"20530","gastronuts",10,311,3.19,0.001,"name","gastronuts","X",0,NA
"20531","ultrasound",10,310,3.188,0.004,"noun","ultrasound","UKUS",0,"ultra sound"
"20532","turbulence",10,309,3.187,0.006,"noun","turbulence","UKUS",0,NA
"20533","unreliable",10,309,3.187,0.006,"adjective","unreliable","UKUS",0,NA
"20534","downstream",10,308,3.186,0.005,"adjective","downstream","UKUS",0,"down stream"
"20535","mackintosh",10,308,3.186,0.003,"name","mackintosh","UKUS",0,NA
"20536","repayments",10,308,3.186,0.005,"noun","repayment","UKUS",0,NA
"20537","resounding",10,308,3.186,0.006,"adjective","resounding","UKUS",0,NA
"20538","caernarfon",10,308,3.186,0.003,"name","caernarfon","X",0,NA
"20539","eisenhower",10,306,3.183,0.003,"name","eisenhower","X",0,NA
"20540","instalment",10,305,3.181,0.006,"noun","instalment","UK",0,NA
"20541","condemning",10,305,3.181,0.006,"verb","condemn","UKUS",0,NA
"20542","broadcasts",10,304,3.18,0.005,"noun","broadcast","UKUS",0,NA
"20543","conception",10,304,3.18,0.006,"noun","conception","UKUS",0,NA
"20544","reluctance",10,304,3.18,0.006,"noun","reluctance","UKUS",0,NA
"20545","repetitive",10,304,3.18,0.006,"adjective","repetitive","UKUS",0,NA
"20546","paddington",10,304,3.18,0.005,"name","paddington","X",0,NA
"20547","compatible",10,303,3.179,0.006,"adjective","compatible","UKUS",0,NA
"20548","embankment",10,303,3.179,0.004,"noun","embankment","UKUS",0,NA
"20549","subsidence",10,303,3.179,0.003,"noun","subsidence","UKUS",0,NA
"20550","contingent",10,302,3.177,0.006,"noun","contingent","UKUS",0,NA
"20551","exhaustion",10,302,3.177,0.006,"noun","exhaustion","UKUS",0,NA
"20552","manifestos",10,302,3.177,0.005,"noun","manifesto","UKUS",0,NA
"20553","cul-de-sac",10,302,3.177,0.005,"adjective","cul-de-sac","UK",1,NA
"20554","signalling",10,301,3.176,0.006,"verb","signal","UK",0,NA
"20555","censorship",10,301,3.176,0.005,"noun","censorship","UKUS",0,NA
"20556","misfortune",10,301,3.176,0.006,"noun","misfortune","UKUS",0,NA
"20557","southwards",10,301,3.176,0.006,"noun","southward","UKUS",0,NA
"20558","sovereigns",10,301,3.176,0.003,"noun","sovereign","UKUS",0,NA
"20559","auditioned",10,300,3.174,0.006,"verb","audition","UKUS",0,NA
"20560","cappuccino",10,300,3.174,0.005,"noun","cappuccino","UKUS",0,NA
"20561","culturally",10,300,3.174,0.006,"adverb","culturally","UKUS",0,NA
"20562","laundering",10,300,3.174,0.004,"noun","laundering","UKUS",0,NA
"20563","assaulting",10,299,3.173,0.006,"verb","assault","UKUS",0,NA
"20564","mcallister",10,299,3.173,0.003,"name","mcallister","X",0,NA
"20565","afternoons",10,298,3.171,0.006,"noun","afternoon","UKUS",0,NA
"20566","tirelessly",10,298,3.171,0.006,"adverb","tirelessly","UKUS",0,NA
"20567","paintbrush",10,297,3.17,0.005,"noun","paintbrush","UKUS",0,"paint brush"
"20568","melancholy",10,297,3.17,0.005,"adjective","melancholy","UKUS",0,NA
"20569","occurrence",10,296,3.168,0.006,"noun","occurrence","UKUS",0,NA
"20570","cumberland",10,295,3.167,0.004,"name","cumberland","X",0,NA
"20571","childbirth",10,293,3.164,0.005,"noun","childbirth","UKUS",0,"child birth"
"20572","springtime",10,292,3.163,0.005,"noun","springtime","UKUS",0,"spring time"
"20573","waterfront",10,292,3.163,0.005,"noun","waterfront","UKUS",0,"water front"
"20574","extraction",10,292,3.163,0.005,"noun","extraction","UKUS",0,NA
"20575","recommends",10,292,3.163,0.006,"verb","recommend","UKUS",0,NA
"20576","repression",10,292,3.163,0.005,"noun","repression","UKUS",0,NA
"20577","trajectory",10,292,3.163,0.005,"noun","trajectory","UKUS",0,NA
"20578","worshipped",10,292,3.163,0.006,"verb","worship","UKUS",0,NA
"20579","scrum-half",10,292,3.163,0.003,"noun","scrum-half","UK",1,"scrum half"
"20580","super-fast",10,292,3.163,0.005,"adjective","super-fast","UK",1,"super fast"
"20581","top-secret",10,292,3.163,0.005,"adjective","top-secret","UK",1,"top secret"
"20582","cairngorms",10,291,3.161,0.003,"name","cairngorms","UKUS",0,NA
"20583","intimidate",10,291,3.161,0.006,"verb","intimidate","UKUS",0,NA
"20584","grapefruit",10,290,3.16,0.004,"noun","grapefruit","UKUS",0,"grape fruit"
"20585","dislocated",10,289,3.158,0.005,"verb","dislocate","UKUS",0,NA
"20586","fabulously",10,289,3.158,0.006,"adverb","fabulously","UKUS",0,NA
"20587","coalitions",10,288,3.157,0.004,"noun","coalition","UKUS",0,NA
"20588","quarantine",10,288,3.157,0.004,"adjective","quarantine","UKUS",0,NA
"20589","flavouring",10,287,3.155,0.005,"noun","flavouring","UK",0,NA
"20590","classmates",10,287,3.155,0.005,"noun","classmate","UKUS",0,"class mates"
"20591","marginally",10,287,3.155,0.006,"adverb","marginally","UKUS",0,NA
"20592","azerbaijan",10,287,3.155,0.002,"name","azerbaijan","X",0,NA
"20593","appetising",10,286,3.154,0.005,"adjective","appetising","UK",0,NA
"20594","medallists",10,286,3.154,0.004,"noun","medallist","UK",0,NA
"20595","evaluation",10,286,3.154,0.005,"noun","evaluation","UKUS",0,NA
"20596","orchestral",10,286,3.154,0.004,"adjective","orchestral","UKUS",0,NA
"20597","late-night",10,286,3.154,0.005,"adjective","late-night","UK",1,"late night"
"20598","borderline",10,285,3.152,0.006,"noun","borderline","UKUS",0,"border line"
"20599","introduces",10,285,3.152,0.006,"verb","introduce","UKUS",0,NA
"20600","succeeding",10,283,3.149,0.006,"verb","succeed","UKUS",0,NA
"20601","best-loved",10,283,3.149,0.006,"adjective","best-loved","UK",1,"best loved"
"20602","overriding",10,282,3.148,0.006,"verb","override","UKUS",0,"over riding"
"20603","expressive",10,282,3.148,0.005,"adjective","expressive","UKUS",0,NA
"20604","missionary",10,282,3.148,0.004,"adjective","missionary","UKUS",0,NA
"20605","washing-up",10,282,3.148,0.005,"adjective","washing-up","UK",1,"washing up"
"20606","aubergines",10,281,3.146,0.003,"noun","aubergine","UK",0,NA
"20607","liberating",10,281,3.146,0.006,"adjective","liberating","UKUS",0,NA
"20608","postmortem",10,281,3.146,0.004,"noun","postmortem","US",0,"post mortem"
"20609","caledonian",10,281,3.146,0.003,"name","caledonian","X",0,NA
"20610","pakistanis",10,281,3.146,0.003,"name","pakistanis","X",0,NA
"20611","petersburg",10,281,3.146,0.004,"name","petersburg","X",0,NA
"20612","witchcraft",10,280,3.144,0.004,"noun","witchcraft","UKUS",0,"witch craft"
"20613","bewildered",10,280,3.144,0.006,"verb","bewilder","UKUS",0,NA
"20614","full-scale",10,280,3.144,0.006,"adjective","full-scale","UK",1,"full scale"
"20615","nine-carat",10,280,3.144,0.003,"adjective","nine-carat","UK",1,"nine carat"
"20616","mosquitoes",10,279,3.143,0.004,"noun","mosquito","UKUS",0,NA
"20617","blistering",10,278,3.141,0.006,"verb","blister","UKUS",0,NA
"20618","homophobic",10,278,3.141,0.004,"adjective","homophobic","UKUS",0,NA
"20619","mascarpone",10,278,3.141,0.003,"noun","mascarpone","UKUS",0,NA
"20620","thereafter",10,277,3.14,0.006,"adverb","thereafter","UKUS",0,"there after"
"20621","conclusive",10,277,3.14,0.006,"adjective","conclusive","UKUS",0,NA
"20622","dissidents",10,277,3.14,0.004,"noun","dissident","UKUS",0,NA
"20623","regimental",10,277,3.14,0.004,"adjective","regimental","UKUS",0,NA
"20624","simplistic",10,277,3.14,0.006,"adjective","simplistic","UKUS",0,NA
"20625","bernadette",10,277,3.14,0.002,"name","bernadette","X",0,NA
"20626","nightclubs",10,276,3.138,0.005,"noun","nightclub","UKUS",0,"night clubs"
"20627","rendezvous",10,276,3.138,0.005,"noun","rendezvous","UKUS",0,"rendez vous"
"20628","accomplice",10,276,3.138,0.005,"noun","accomplice","UKUS",0,NA
"20629","scroungers",10,276,3.138,0.003,"noun","scrounger","UKUS",0,NA
"20630","stationary",10,276,3.138,0.005,"adjective","stationary","UKUS",0,NA
"20631","aftershave",10,275,3.137,0.005,"noun","aftershave","UKUS",0,"after shave"
"20632","complexion",10,275,3.137,0.006,"noun","complexion","UKUS",0,NA
"20633","pilkington",10,275,3.137,0.002,"name","pilkington","X",0,NA
"20634","papandreou",10,274,3.135,0.002,"name","papandreou","X",0,NA
"20635","perthshire",10,274,3.135,0.003,"name","perthshire","X",0,NA
"20636","auditorium",10,273,3.133,0.005,"noun","auditorium","UKUS",0,NA
"20637","chandelier",10,273,3.133,0.004,"noun","chandelier","UKUS",0,NA
"20638","disconnect",10,273,3.133,0.005,"verb","disconnect","UKUS",0,NA
"20639","stravinsky",10,273,3.133,0.002,"name","stravinsky","X",0,NA
"20640","watermelon",10,272,3.132,0.003,"noun","watermelon","UKUS",0,"water melon"
"20641","dismantled",10,272,3.132,0.005,"verb","dismantle","UKUS",0,NA
"20642","reinstated",10,272,3.132,0.005,"verb","reinstate","UKUS",0,NA
"20643","downloaded",10,271,3.13,0.005,"verb","download","UKUS",0,"down loaded"
"20644","fatalities",10,271,3.13,0.005,"noun","fatality","UKUS",0,NA
"20645","pesticides",10,271,3.13,0.003,"noun","pesticide","UKUS",0,NA
"20646","devonshire",10,271,3.13,0.004,"name","devonshire","X",0,NA
"20647","effortless",10,270,3.129,0.005,"adjective","effortless","UKUS",0,NA
"20648","delicately",10,270,3.129,0.006,"adverb","delicately","UKUS",0,NA
"20649","worryingly",10,270,3.129,0.006,"adverb","worryingly","UKUS",0,NA
"20650","castleford",10,270,3.129,0.002,"name","castleford","X",0,NA
"20651","harrington",10,270,3.129,0.002,"name","harrington","X",0,NA
"20652","buy-to-let",10,270,3.129,0.004,"adjective","buy-to-let","UK",1,NA
"20653","supersonic",10,269,3.127,0.004,"adjective","supersonic","UKUS",0,"super sonic"
"20654","collateral",10,269,3.127,0.005,"noun","collateral","UKUS",0,NA
"20655","discourage",10,269,3.127,0.005,"verb","discourage","UKUS",0,NA
"20656","supervised",10,269,3.127,0.005,"verb","supervise","UKUS",0,NA
"20657","tambourine",10,269,3.127,0.004,"noun","tambourine","UKUS",0,NA
"20658","two-storey",10,269,3.127,0.004,"adjective","two-storey","UK",1,"two storey"
"20659","headlights",10,268,3.125,0.005,"noun","headlight","UKUS",0,"head lights"
"20660","bombardier",10,268,3.125,0.002,"name","bombardier","UKUS",0,NA
"20661","excellency",10,268,3.125,0.002,"name","excellency","UKUS",0,NA
"20662","penicillin",10,268,3.125,0.003,"noun","penicillin","UKUS",0,NA
"20663","housewives",10,267,3.124,0.004,"noun","housewife","UKUS",0,"house wives"
"20664","behaviours",10,266,3.122,0.005,"noun","behaviour","UK",0,NA
"20665","caricature",10,266,3.122,0.005,"verb","caricature","UKUS",0,NA
"20666","goldilocks",10,266,3.122,0.003,"name","goldilocks","UKUS",0,NA
"20667","collisions",10,265,3.121,0.004,"noun","collision","UKUS",0,NA
"20668","placements",10,265,3.121,0.004,"noun","placement","UKUS",0,NA
"20669","escalating",10,264,3.119,0.005,"verb","escalate","UKUS",0,NA
"20670","grievances",10,264,3.119,0.005,"noun","grievance","UKUS",0,NA
"20671","prominence",10,264,3.119,0.005,"noun","prominence","UKUS",0,NA
"20672","napoleonic",10,264,3.119,0.005,"name","napoleonic","X",0,NA
"20673","no-brainer",10,264,3.119,0.005,"noun","no-brainer","UK",1,"no brainer"
"20674","apocalypse",10,263,3.117,0.005,"noun","apocalypse","UKUS",0,NA
"20675","projecting",10,263,3.117,0.005,"verb","project","UKUS",0,NA
"20676","automobile",10,262,3.116,0.004,"noun","automobile","UKUS",0,NA
"20677","retrospect",10,262,3.116,0.005,"noun","retrospect","UKUS",0,NA
"20678","manoeuvres",10,261,3.114,0.005,"noun","manoeuvre","UK",0,NA
"20679","churchyard",10,261,3.114,0.004,"noun","churchyard","UKUS",0,"church yard"
"20680","breakfasts",10,261,3.114,0.004,"noun","breakfast","UKUS",0,NA
"20681","captivated",10,261,3.114,0.005,"verb","captivate","UKUS",0,NA
"20682","naturalist",10,261,3.114,0.005,"noun","naturalist","UKUS",0,NA
"20683","swallowing",10,261,3.114,0.005,"verb","swallow","UKUS",0,NA
"20684","replicated",10,260,3.112,0.006,"verb","replicate","UKUS",0,NA
"20685","silhouette",10,260,3.112,0.004,"noun","silhouette","UKUS",0,NA
"20686","tenderness",10,260,3.112,0.005,"noun","tenderness","UKUS",0,NA
"20687","distillery",10,259,3.111,0.003,"noun","distillery","UKUS",0,NA
"20688","gramophone",10,259,3.111,0.003,"noun","gramophone","UKUS",0,NA
"20689","resurgence",10,259,3.111,0.005,"noun","resurgence","UKUS",0,NA
"20690","lemongrass",10,258,3.109,0.002,"noun","lemongrass","UKUS",0,"lemon grass"
"20691","elementary",10,258,3.109,0.005,"adjective","elementary","UKUS",0,NA
"20692","extracting",10,258,3.109,0.005,"verb","extract","UKUS",0,NA
"20693","infinitely",10,258,3.109,0.005,"adverb","infinitely","UKUS",0,NA
"20694","ordinarily",10,258,3.109,0.005,"adverb","ordinarily","UKUS",0,NA
"20695","kazakhstan",10,258,3.109,0.004,"name","kazakhstan","X",0,NA
"20696","caramelise",10,257,3.107,0.004,"verb","caramelise","UK",0,NA
"20697","cornflakes",10,257,3.107,0.004,"noun","cornflake","UKUS",0,"corn flakes"
"20698","barbarians",10,257,3.107,0.003,"name","barbarians","UKUS",0,NA
"20699","ungrateful",10,257,3.107,0.005,"adjective","ungrateful","UKUS",0,NA
"20700","vindicated",10,257,3.107,0.005,"verb","vindicate","UKUS",0,NA
"20701","overtaking",10,256,3.106,0.005,"verb","overtake","UKUS",0,"over taking"
"20702","enchanting",10,256,3.106,0.005,"verb","enchant","UKUS",0,NA
"20703","exaggerate",10,256,3.106,0.005,"verb","exaggerate","UKUS",0,NA
"20704","sustaining",10,256,3.106,0.005,"verb","sustain","UKUS",0,NA
"20705","ceredigion",10,256,3.106,0.003,"name","ceredigion","X",0,NA
"20706","discerning",10,255,3.104,0.005,"adjective","discerning","UKUS",0,NA
"20707","embroidery",10,255,3.104,0.004,"noun","embroidery","UKUS",0,NA
"20708","negativity",10,255,3.104,0.005,"noun","negativity","UKUS",0,NA
"20709","gobstopper",10,254,3.102,0.001,"name","gobstopper","UKUS",0,"gob stopper"
"20710","barristers",10,254,3.102,0.003,"noun","barrister","UKUS",0,NA
"20711","indulgence",10,254,3.102,0.005,"noun","indulgence","UKUS",0,NA
"20712","terminator",10,254,3.102,0.004,"name","terminator","UKUS",0,NA
"20713","dehydrated",10,253,3.101,0.004,"verb","dehydrate","UKUS",0,NA
"20714","alexandria",10,253,3.101,0.003,"name","alexandria","X",0,NA
"20715","emphasised",10,252,3.099,0.005,"verb","emphasise","UK",0,NA
"20716","explicitly",10,252,3.099,0.005,"adverb","explicitly","UKUS",0,NA
"20717","negotiator",10,252,3.099,0.005,"noun","negotiator","UKUS",0,NA
"20718","jardiniere",10,252,3.099,0.002,"noun","jardiniere","X",0,NA
"20719","boisterous",10,251,3.097,0.004,"adjective","boisterous","UKUS",0,NA
"20720","shattering",10,251,3.097,0.005,"verb","shatter","UKUS",0,NA
"20721","shackleton",10,251,3.097,0.001,"name","shackleton","X",0,NA
"20722","symbolises",10,250,3.095,0.005,"verb","symbolise","UK",0,NA
"20723","herbaceous",10,250,3.095,0.003,"adjective","herbaceous","UKUS",0,NA
"20724","film-maker",10,250,3.095,0.004,"noun","film-maker","UK",1,"film maker"
"20725","guillotine",10,249,3.094,0.003,"noun","guillotine","UKUS",0,NA
"20726","indicative",10,249,3.094,0.005,"adjective","indicative","UKUS",0,NA
"20727","llangollen",10,249,3.094,0.002,"name","llangollen","X",0,NA
"20728","conquering",10,248,3.092,0.005,"verb","conquer","UKUS",0,NA
"20729","empowering",10,248,3.092,0.005,"verb","empower","UKUS",0,NA
"20730","graduation",10,248,3.092,0.004,"noun","graduation","UKUS",0,NA
"20731","intestines",10,248,3.092,0.004,"noun","intestine","UKUS",0,NA
"20732","patriotism",10,248,3.092,0.004,"noun","patriotism","UKUS",0,NA
"20733","similarity",10,248,3.092,0.005,"noun","similarity","UKUS",0,NA
"20734","terracotta",10,248,3.092,0.004,"noun","terracotta","UKUS",0,NA
"20735","okey-dokey",10,248,3.092,0.005,"noun","okey-dokey","X",1,"okey dokey"
"20736","cautiously",10,247,3.09,0.005,"adverb","cautiously","UKUS",0,NA
"20737","harmonious",10,247,3.09,0.005,"adjective","harmonious","UKUS",0,NA
"20738","parameters",10,247,3.09,0.005,"noun","parameter","UKUS",0,NA
"20739","prevailing",10,247,3.09,0.005,"verb","prevail","UKUS",0,NA
"20740","yugoslavia",10,247,3.09,0.004,"name","yugoslavia","X",0,NA
"20741","supermodel",10,246,3.088,0.005,"noun","supermodel","UKUS",0,"super model"
"20742","aristocrat",10,246,3.088,0.004,"noun","aristocrat","UKUS",0,NA
"20743","chardonnay",10,246,3.088,0.003,"name","chardonnay","UKUS",0,NA
"20744","hopelessly",10,246,3.088,0.005,"adverb","hopelessly","UKUS",0,NA
"20745","imaginable",10,246,3.088,0.005,"adjective","imaginable","UKUS",0,NA
"20746","antoinette",10,246,3.088,0.003,"name","antoinette","X",0,NA
"20747","silverback",10,245,3.087,0.002,"noun","silverback","UKUS",0,"silver back"
"20748","determines",10,245,3.087,0.005,"verb","determine","UKUS",0,NA
"20749","pharmacist",10,245,3.087,0.004,"noun","pharmacist","UKUS",0,NA
"20750","ten-minute",10,245,3.087,0.005,"adjective","ten-minute","UK",1,"ten minute"
"20751","undermines",10,244,3.085,0.005,"verb","undermine","UKUS",0,NA
"20752","unsuitable",10,244,3.085,0.005,"adjective","unsuitable","UKUS",0,NA
"20753","goalscorer",10,244,3.085,0.004,"noun","goalscorer","X",0,NA
"20754","hammerhead",10,243,3.083,0.002,"name","hammerhead","UKUS",0,"hammer head"
"20755","metropolis",10,243,3.083,0.004,"noun","metropolis","UKUS",0,NA
"20756","proclaimed",10,243,3.083,0.005,"verb","proclaim","UKUS",0,NA
"20757","disneyland",10,243,3.083,0.004,"name","disneyland","X",0,NA
"20758","acquainted",10,242,3.081,0.005,"verb","acquaint","UKUS",0,NA
"20759","breathless",10,242,3.081,0.005,"adjective","breathless","UKUS",0,NA
"20760","didgeridoo",10,242,3.081,0.002,"noun","didgeridoo","UKUS",0,NA
"20761","proceeding",10,242,3.081,0.005,"verb","proceed","UKUS",0,NA
"20762","eye-opener",10,242,3.081,0.005,"noun","eye-opener","UK",1,"eye opener"
"20763","concussion",10,241,3.08,0.004,"noun","concussion","UKUS",0,NA
